Practice_ID,Practice_Name,Practice_Type,Quarter,Year,Visit_Volume,Avg_Wait_Time_Min,Patient_Satisfaction_Score,No_Show_Rate,Followup_Adherence_Rate,Staff_to_Patient_Ratio,Provider_Productivity,A1C_Screening_Compliance,Total_Providers_FTE,Total_Staff_FTE,Unique_Patients_Seen
PRAC19427,Dyer LLC,Primary Care,Q3,2023,1803.0,40.38244850291558,2.051136231347014,0.036458334093127175,0.8408817066101328,0.07380073800738007,31.17741617977786,0.8116588632888417,2.0,4.0,1194.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q4,2021,1604.0,41.71158824278117,2.9442495742554042,0.09745495546480898,0.7040392330888725,0.07992895204262877,25.657656314870675,0.8427679158645672,1.0,3.0,942.0
PRAC45403,Caldwell-Wallace,Primary Care,Q2,2023,619.0,46.21782967108437,4.007607703783739,0.047376038949639696,0.6442522180507146,0.46511627906976744,30.289776150734703,0.9292442853466156,4.0,8.0,321.0
PRAC76884,Phillips Inc,Specialty,Q2,2022,2882.0,24.543564451439202,2.165481991822511,0.25329861675137555,0.7294872794773761,0.10152284263959391,23.439963663837254,0.6880922818673885,5.0,10.0,
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q4,2022,3832.0,54.03551662670514,3.6228395995341103,0.4640171009714009,0.7424553171424042,0.176427346238667,12.838062927006945,0.8341815045289975,8.0,24.0,
PRAC78120,Smith PLC,Primary Care,Q4,2022,4147.0,45.97776527718639,1.9115857154658293,0.09031758438796052,0.8613047437013956,0.13493253373313344,24.501159479481757,0.8691214034640645,6.0,18.0,3440.0
PRAC92501,Farmer-Watson,Specialty,Q2,2023,1374.0,60.75819293156388,1.9375712326007335,0.025310372750180145,0.5482848064252877,0.10459035444509006,19.19819595831378,0.7445319119405193,3.0,6.0,1129.0
PRAC19427,Dyer LLC,Primary Care,Q1,2023,755.0,40.12911734973391,1.8339216387443356,0.17480881911316634,0.95,1.1194029850746268,16.531938038767155,,5.0,20.0,383.0
PRAC76884,Phillips Inc,Specialty,Q1,2021,3575.0,42.04272628870858,2.6680828640656182,0.16230076943726446,0.95,0.08662175168431184,18.717007645764525,0.96120713229622,4.0,12.0,3398.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q4,2021,1171.0,38.50714527976898,3.1649894175083046,0.3128712362857489,,0.384967919340055,16.795361015686943,0.7039105804771376,7.0,14.0,679.0
PRAC19427,Dyer LLC,Primary Care,Q1,2021,5690.0,49.32491701766399,3.0965133224396824,0.16578364597080888,0.8411780013415082,,25.910309212059364,0.6472475527578077,3.0,9.0,3109.0
PRAC76884,Phillips Inc,Specialty,Q2,2022,3058.0,35.81315860176534,2.504555818231674,0.17636717593891632,0.7927193548691032,0.09487666034155598,14.457361383173543,0.7756628253815219,5.0,15.0,2875.0
PRAC41454,Mckay Inc,Specialty,Q3,2022,5532.0,61.004973754615044,2.712865393066894,0.37620063160140377,,0.07422680412371134,29.07707140486964,0.9050502749920994,6.0,12.0,
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q3,2023,725.0,32.726823148910356,3.2308519460368466,0.4228734748995406,0.46273484979315127,0.6204756980351602,16.89521569577898,0.5988306824947605,5.0,20.0,789.0
PRAC70694,Riley-Williams,Specialty,Q1,2022,5063.0,33.61974587943477,3.9898820247261058,0.02990987118772439,0.891539442446648,0.05094459774994693,28.91797746193175,0.9230984290869684,,8.0,3790.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q1,2023,3189.0,40.86743057552322,3.3986466460203264,0.14338979476524247,0.6259265373130867,0.20833333333333334,19.754087332895434,0.9098988980533095,5.0,20.0,2048.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2022,1077.0,28.950767842774372,2.958508845910204,0.21769564977245884,0.8515772457046389,,19.213648618223296,0.6220933237120339,6.0,24.0,779.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q2,2022,3975.0,47.09242777746174,3.1716293853362694,0.14427759516009264,0.9158526674417915,0.12045169385194479,20.784686702081572,,4.0,,2952.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q4,2022,2826.0,44.23793435864174,3.3537527760628745,0.12089673898465868,0.8754769355227613,0.3121902874132805,,0.7072021060278312,7.0,21.0,1782.0
PRAC70694,Riley-Williams,Specialty,Q3,2023,655.0,24.985837746221126,2.5242441516774914,0.054240592342842946,,0.781637717121588,14.921996759435004,0.6953235150318162,7.0,21.0,571.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q3,2023,,34.25553353379677,3.424627303483589,0.07515941068479033,0.6166069180223791,0.03772398616787174,19.890747003367128,0.7460616174916874,2.0,4.0,2623.0
PRAC7729,"Williams, Reeves and Bailey",Specialty,Q2,2022,1930.0,48.90873487784396,,0.13481386789189162,0.8703345655071295,0.14382740711146624,23.725539594869595,0.7653053780015332,6.0,12.0,2054.0
PRAC76884,Phillips Inc,Specialty,Q2,2022,4419.0,43.624174506932384,1.394355230118151,0.15076377341968994,0.7006250697419775,0.07961079168509509,13.742670565430089,0.8947334693579034,4.0,12.0,2796.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q3,2023,,16.864716825666353,3.989103123137533,0.17305920943159392,0.701990112225038,0.3274711946634324,18.738288894832404,0.9202376768673025,6.0,18.0,1109.0
PRAC74021,"Obrien, Robinson and Barr",Primary Care,Q3,2023,3753.0,42.55113719605786,,0.20282131208642315,0.8322834310177165,0.10030649205906937,18.43767337541741,0.7139240925771424,3.0,12.0,2162.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q3,2023,2289.0,43.007954799035105,2.370815144138992,,0.5735232946498383,0.24024024024024027,15.55625718942429,0.7800008612713988,4.0,16.0,1635.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q1,2022,5487.0,33.64736875254703,4.111595774043676,0.37140785824875316,0.8309862194935204,0.11516314779270632,18.251826301250773,0.7270775068835449,6.0,18.0,4159.0
PRAC31665,Lamb-Jones,Specialty,Q2,2021,4648.0,33.92636656124161,3.1942911789210586,0.1309342216820505,0.7988063698848157,0.1210409521888239,12.457656385733241,0.6845399090150841,5.0,20.0,3826.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q3,2022,3856.0,39.939030294137304,3.2854101031384957,0.1383458596726742,0.8415378241305503,0.062331186370247246,14.94769446085803,0.7963267686458567,5.0,10.0,3197.0
PRAC78120,Smith PLC,Primary Care,Q3,2022,,23.651274867080133,3.8785663175697143,0.06892217553990654,0.6807715380627999,0.48484848484848486,17.88529831124873,0.9395850835128415,8.0,24.0,1133.0
PRAC76884,Phillips Inc,Specialty,Q3,2022,3063.0,57.22584115048562,2.623706460772678,,0.6658167441343024,0.028337531486146098,,0.7531594409249102,1.0,3.0,2539.0
PRAC79373,"Randolph, Lee and Howell",Primary Care,Q3,2021,2718.0,42.76238582433336,2.323668726576243,0.20160571167646946,0.36854678264310375,0.19860973187686196,18.808211010446755,0.8031416171746513,5.0,20.0,1857.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q4,2022,2042.0,44.54644064171029,1.9696879898939412,0.22019813691724105,0.5066495126149292,0.051216389244558264,18.99077439489758,0.8117287345175107,2.0,4.0,1513.0
PRAC76884,Phillips Inc,Specialty,Q3,2023,,43.12551920931945,2.465664842531168,0.03885943324347719,0.38043883420454433,0.16653449643140367,31.20463742411779,0.8732120195712825,,14.0,2183.0
PRAC19427,Dyer LLC,Primary Care,Q1,2022,3575.0,47.265829625317195,3.7307581616333856,0.20435285805980297,0.5671915865258266,,,0.6712547595963116,2.0,6.0,2638.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q4,2021,1573.0,39.66350768473271,4.438389487739424,0.09038955460044137,0.6681576309876583,0.21929824561403508,26.29614929713995,0.9162840819388558,5.0,10.0,1152.0
PRAC76884,Phillips Inc,Specialty,Q1,2021,3051.0,24.994134898392556,2.8676509496256015,0.11366326366813574,0.8543952365803607,0.0879765395894428,24.239180934868685,0.9338808465796162,4.0,8.0,1754.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q2,2023,1483.0,37.31029297764933,2.8116192961998223,0.05396708061300028,0.7035320014043869,0.6219765031098825,11.54390518041349,0.9071381582369794,,30.0,910.0
PRAC62562,Andersen-Gilbert,Specialty,Q1,2022,3533.0,54.33036271988722,2.9752686734650915,0.3021993630260003,,0.09445100354191263,17.45102924041961,0.8408300037312447,4.0,8.0,1835.0
PRAC62562,Andersen-Gilbert,Specialty,Q4,2022,5118.0,48.06104176800189,3.216935378709033,0.16565439425679573,0.7169438951671516,0.06146141588891418,18.97139715524858,0.7780925326381057,3.0,9.0,2682.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2022,2918.0,42.47644270101043,1.8515088954158123,0.05311659306743739,0.8327227187806188,0.2922077922077922,,0.6828940013542516,9.0,36.0,2965.0
PRAC86111,Snyder-Vang,Specialty,Q1,2021,7167.0,53.867349764793644,4.088225597252408,0.29942147595652113,0.9399768609339455,0.10669037563903089,26.224594850210124,,4.0,,2722.0
PRAC76884,Phillips Inc,Specialty,Q3,2021,1946.0,48.79613961723381,1.8518016859959248,0.2777564453300513,0.5141201566231047,0.14376996805111822,18.140978658220753,0.8497045856639353,4.0,12.0,
PRAC76884,Phillips Inc,Specialty,Q2,2022,1111.0,22.987429117475905,2.714883663996791,0.028301253781055916,0.8360310790882234,0.7279029462738301,11.806248973399256,0.9093428846917331,7.0,28.0,1010.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q1,2023,4617.0,42.32407004566958,2.7305740272669814,0.1873983917808394,0.7693010485192736,0.0872093023255814,15.159761668283112,0.9528652172693127,5.0,10.0,2417.0
PRAC78120,Smith PLC,Primary Care,Q3,2022,2923.0,32.45983822201179,4.687610862660809,0.24074530659507473,0.6485405177908004,0.12898602651379434,20.93792367848229,0.7409277580365312,3.0,12.0,1880.0
PRAC62562,Andersen-Gilbert,Specialty,Q2,2023,2883.0,48.50187599432555,2.85177572353271,0.18380028015380503,0.5027395875228673,0.24611778493993555,,0.7003364156401867,7.0,28.0,
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q2,2023,1887.0,32.9442265474156,2.7602660578303078,0.08452789218297692,0.8771614487417672,0.06870884626395649,6.175869925433506,0.9388432901666312,4.0,8.0,2883.0
PRAC78120,Smith PLC,Primary Care,Q2,2023,2796.0,43.68205287109506,1.8701880216173437,0.18423841837236957,0.466201991254721,0.12411347517730496,20.0234804214876,0.9125788867017788,7.0,14.0,
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2022,2883.0,40.155082260263775,2.5141919300467457,0.09999594968835093,0.8701778922906459,0.1786896095301125,31.716885798821195,0.7859676702642071,6.0,18.0,2092.0
PRAC76884,Phillips Inc,Specialty,Q4,2022,1099.0,43.93683679344816,,,0.923096734271602,0.18255578093306288,,0.8256573357502913,2.0,6.0,828.0
PRAC27148,Stout Group,Specialty,Q3,2023,2720.0,55.45438914616256,3.764884462306341,0.09890979699298097,0.7839885367686038,0.2173913043478261,27.942695927249343,,7.0,21.0,2582.0
PRAC62134,Allen LLC,Primary Care,Q1,2021,,25.115177788599304,2.7154753646575562,0.14022435316218632,0.8567254168772805,0.18081366147664493,23.458386765513314,0.6495405221726959,6.0,12.0,1584.0
PRAC9568,Rogers-Potter,Primary Care,Q3,2022,1292.0,44.88781867029049,,0.1523129380858465,0.6618169458998722,0.9131261889663919,22.015877826648236,0.6438947753096248,12.0,48.0,1362.0
PRAC70270,"Holmes, Weber and Wiley",Hospital,Q2,2021,1227.0,23.91265985153548,2.136714523173781,0.15097011638694016,0.6413288156445859,0.16574585635359115,20.4329253219485,0.7323219227380542,4.0,8.0,1069.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q3,2021,719.0,23.27457768348009,3.9738324558012588,0.08816768592802465,0.7129797545801027,0.6584362139917695,20.464286940863328,0.9049687481746591,4.0,16.0,580.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q1,2022,4445.0,47.08744375634751,2.924407658982745,0.3592647696698915,0.95,0.19602504764497686,25.759857737358033,0.8616048216031682,,24.0,2903.0
PRAC70694,Riley-Williams,Specialty,Q4,2021,1982.0,27.444465500825082,4.223712473570277,0.31801492801814774,,0.05052631578947368,17.156756448872628,0.7905830524353283,2.0,4.0,1732.0
PRAC70694,Riley-Williams,Specialty,Q2,2022,2200.0,71.7787080811629,1.9189201250198638,0.22985486119961798,0.4562397555732658,0.03678724708767627,16.30552176482469,0.8941321752304083,2.0,4.0,2815.0
PRAC70270,"Holmes, Weber and Wiley",Hospital,Q2,2023,1992.0,49.710106826891135,2.298606322341032,0.17630468527423143,0.7836665100175532,0.16216216216216217,13.857354037047957,0.8299488353156049,4.0,12.0,1521.0
PRAC19427,Dyer LLC,Primary Care,Q1,2022,2161.0,27.837532115739833,3.6994907223250806,0.18168340194480598,0.6893197192822963,0.18662519440124417,18.166386807177616,0.7607530661000153,3.0,12.0,1576.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2023,1326.0,53.6548008318221,2.5124735121991493,0.01388724828250011,0.8646351796049296,0.16071428571428573,20.97472882577987,0.8839248592898773,3.0,9.0,1249.0
PRAC35322,"Hardin, Baker and Williams",Specialty,Q3,2023,3170.0,29.708700023295307,3.588141200426421,0.20169376654165672,0.8975176862061529,0.05825242718446602,19.824541647193662,0.9032134863836847,3.0,6.0,1988.0
PRAC62562,Andersen-Gilbert,Specialty,Q2,2022,1583.0,15.924878946879652,4.062110788705687,0.05273968347769364,0.34038744347612965,0.1634135270086246,20.80151110971146,0.8311222161076496,4.0,12.0,1481.0
PRAC78120,Smith PLC,Primary Care,Q4,2022,3424.0,34.10620660029044,3.573539093554995,0.20135317116669796,0.6290899027329354,0.11564407324124638,22.76444957110771,0.9060533910287124,4.0,12.0,2629.0
PRAC9568,Rogers-Potter,Primary Care,Q3,2021,2218.0,38.62520045074735,4.0710884620450285,0.1533631072520187,0.7578793569109975,0.11306532663316582,12.603751320542612,0.9163997847025896,2.0,6.0,1002.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q3,2022,3722.0,48.24620080163916,3.6513614116393827,0.26014894685469114,0.9498097126858868,0.09236453201970443,18.273288840846174,0.7638886059928955,5.0,15.0,3124.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q4,2022,4627.0,17.069429945610914,4.72415752035367,0.14283595384585576,0.8190162440038469,,,0.6971395268177866,6.0,12.0,2472.0
PRAC19427,Dyer LLC,Primary Care,Q2,2021,533.0,40.62716496908605,2.88244172287512,0.36458218865204894,0.642809286987162,,25.219568509729232,0.9067539148001701,3.0,6.0,353.0
PRAC62562,Andersen-Gilbert,Specialty,Q2,2023,520.0,34.74822207730941,3.1720751860398027,0.11714062365768041,0.7861177949798167,0.22099447513812154,17.759438357841375,0.7155625810763758,2.0,4.0,456.0
PRAC19427,Dyer LLC,Primary Care,Q4,2021,4479.0,51.28342731444708,3.590660222202815,0.18633698561390877,0.95,0.13087736306349976,17.695684847057375,0.8985801953461051,6.0,18.0,2554.0
PRAC62562,Andersen-Gilbert,Specialty,Q2,2022,4326.0,54.210457666890264,1.769271199775897,0.2568663722306147,0.8628996018999625,0.22847471969536703,19.284770152517932,0.7343747654486543,9.0,36.0,3779.0
PRAC19427,Dyer LLC,Primary Care,Q4,2021,1856.0,25.00573617284861,3.3383522946027395,0.18873095108273952,0.8187378780959828,0.3125,10.286216864031465,0.8948439123485186,4.0,12.0,990.0
PRAC19427,Dyer LLC,Primary Care,Q1,2023,7053.0,51.865890989837474,2.228451568143074,0.16686989552279907,0.682751826896129,0.06815084052703317,22.152660897548177,0.819157854883548,,10.0,3519.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q4,2021,6346.0,45.86213794876899,2.5287853388909203,0.08691319310115905,0.6213934855256673,0.10259917920656636,23.2252352543732,0.7729378154943157,5.0,15.0,2959.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2022,1767.0,23.728639666748833,3.5803330518588634,,0.8075714690324555,0.3488372093023256,24.021088175472347,0.8076741574665335,6.0,18.0,1339.0
PRAC78120,Smith PLC,Primary Care,Q2,2021,3595.0,28.246636779508435,2.336305276208928,,0.6102898232165191,0.18036072144288579,26.40973449704754,0.8767399374707406,6.0,24.0,
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q2,2023,4343.0,37.31649870623498,2.679056183402581,0.09808067339493028,0.8715827374414241,0.07807417046193885,24.420306792180874,0.694284953440839,,12.0,3328.0
PRAC70694,Riley-Williams,Specialty,Q4,2021,2432.0,53.55190682313973,2.841717141644526,0.04256646758517532,0.7699831205125144,0.1597444089456869,23.85465252568083,0.8207039103946794,5.0,10.0,1647.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q4,2023,2849.0,41.41023018521294,3.1918863874697614,0.12487124807359157,,0.135196034249662,16.013487142749614,0.7969817202893743,5.0,10.0,1944.0
PRAC76884,Phillips Inc,Specialty,Q2,2021,1163.0,23.094345382098048,4.867714820819769,0.5,0.7926583795236096,0.32942898975109813,23.174014530131068,0.9662919404389113,5.0,15.0,840.0
PRAC70694,Riley-Williams,Specialty,Q2,2022,1966.0,40.99561773533435,3.4853736007482157,0.1529640507626098,0.7499495620343282,0.08379888268156425,22.67226953833271,0.6775591087683062,3.0,6.0,
PRAC34909,"Silva, Hernandez and Mejia",Primary Care,Q1,2021,787.0,54.08276134944839,1.88625490133596,0.22650261679051759,0.9051576704144608,0.634920634920635,13.204195769931424,,3.0,12.0,465.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q3,2021,2348.0,34.1322454547292,1.9456003773705894,0.3672427145003776,0.5456620662165924,0.21105527638190955,11.33036103120766,0.8355946380166144,7.0,21.0,1858.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q4,2021,2500.0,41.098457734671776,1.5633647974866485,0.09532359429350426,0.8450642197332091,0.05321507760532151,14.719791118698804,0.9875679199467321,1.0,4.0,1699.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2023,943.0,34.36052912192508,3.5490756368337273,0.47890720459336344,0.6088627428056184,0.3837953091684435,,0.9208546091210551,4.0,12.0,738.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q3,2022,1441.0,34.386669997640496,3.6245927790763015,0.11627288282474516,0.5336633524315335,0.35335689045936397,18.8981497946651,0.6060938819164265,5.0,20.0,1373.0
PRAC78120,Smith PLC,Primary Care,Q4,2022,566.0,63.94333073446927,2.1092655271671545,0.2222072934913954,0.8491544889868339,0.4873646209386282,16.39948319364876,0.9435828922153252,3.0,9.0,396.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2023,3621.0,50.386679891809216,,0.15957282282441348,0.8923729294325443,0.1794105083297736,22.347244353585715,0.9691439789926904,7.0,28.0,3250.0
PRAC36051,Sanchez-Fleming,Specialty,Q4,2023,5393.0,52.32941066421178,3.3948402709569074,0.1347263304436397,0.46920392510418585,0.0298804780876494,27.966951603076637,0.8554289557406035,2.0,4.0,2602.0
PRAC70694,Riley-Williams,Specialty,Q4,2022,3527.0,35.212991502540675,3.207947157848352,0.08952927413948972,0.5564636660709383,0.2309468822170901,19.54990612102067,0.8977493908960448,5.0,20.0,1959.0
PRAC70694,Riley-Williams,Specialty,Q2,2023,480.0,35.450730633259944,3.3124501688618637,0.0434383645120067,0.9251556702676544,1.0778443113772456,26.97050457612841,0.938815375627513,6.0,18.0,341.0
PRAC76884,Phillips Inc,Specialty,Q1,2023,2072.0,40.1207865979454,3.350811718372565,0.2534174328946795,0.9337762766750118,0.2217659137577002,14.53003146859606,0.9132096940021754,6.0,18.0,2175.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q4,2022,2851.0,25.305161740434574,4.068283775196902,0.14550272771220157,,0.32653061224489793,16.80814941137769,0.5947329607001187,6.0,24.0,1391.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q2,2021,3308.0,33.09141365768826,2.9501712949915313,0.057476806327027105,0.7127050031841757,0.11683254002596279,,0.8340701704822875,6.0,18.0,3919.0
PRAC82525,Stewart Inc,Specialty,Q4,2021,4776.0,56.3143738133504,1.854043422009291,0.06315651375437942,0.8021819473024535,0.08268259072117594,19.622711228476113,0.6509888767211984,6.0,12.0,
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q3,2021,4354.0,23.170553548472682,4.9955135303173295,0.043574075243370244,0.7855716959647246,0.11288805268109126,24.276155761340874,0.8310070800999066,4.0,16.0,2599.0
PRAC70694,Riley-Williams,Specialty,Q3,2022,3057.0,36.80799545250419,3.660439487803235,0.2609695920695409,0.7253743422476495,0.05147269087789534,20.45966071463232,0.8718394533249374,2.0,6.0,
PRAC76884,Phillips Inc,Specialty,Q1,2022,7463.0,41.91460281653349,2.9327229113210906,0.06075915904996845,0.32230089319197475,,20.125318989780983,0.9466668758983436,2.0,6.0,3921.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q4,2022,2048.0,49.077395357531444,2.8394901380262567,0.1318765879235784,0.9485074655485276,,9.436470143682348,0.6523491585768002,4.0,12.0,1205.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2021,4317.0,30.93858127903859,4.765172845666427,0.20155911613917518,0.95,0.15151515151515152,26.49525639725189,0.8088538321392292,5.0,20.0,
PRAC70694,Riley-Williams,Specialty,Q4,2022,2821.0,41.31186811097291,2.1757756926044327,0.10234719313102957,0.8749436519839002,0.07553503986571548,18.318720459791894,0.8021724723654108,3.0,6.0,1573.0
PRAC41454,Mckay Inc,Specialty,Q3,2022,671.0,29.171493487812747,3.964054881105369,,0.8852773123047532,0.3415559772296015,16.987130612420614,,6.0,12.0,647.0
PRAC62562,Andersen-Gilbert,Specialty,Q1,2022,993.0,25.770349098100006,3.2208582442115645,0.12485946504078906,0.7492742129076752,,25.829655931631834,0.9650191050263175,7.0,28.0,689.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q3,2021,4104.0,46.44624475527404,3.0602590022227023,,0.6542597478136803,0.12605042016806722,15.97554333360481,0.8932895367167993,4.0,16.0,2752.0
PRAC7363,"Cooley, Ryan and Johnson",Primary Care,Q1,2022,4927.0,23.55483144028638,2.3628049948964094,0.14244820843764122,0.6577655209234085,0.013796275005748447,21.761888941195792,0.9816077649785708,1.0,2.0,2911.0
PRAC76884,Phillips Inc,Specialty,Q3,2022,1186.0,38.27634505843986,4.311614251341476,0.08986400149168827,0.8415532151238545,0.19157088122605362,21.90972750605913,0.8833946704761407,5.0,10.0,1301.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2021,6649.0,38.170933213374454,3.2344054966712283,0.21993659578135397,0.95,0.05244755244755245,12.43934696316612,0.8877479334317478,4.0,8.0,4037.0
PRAC76884,Phillips Inc,Specialty,Q4,2023,,39.42845299638092,,0.21402393463439806,0.7980393328032565,0.01409443269908386,23.844828252440283,0.9455689841316907,1.0,2.0,3309.0
PRAC11464,Miles PLC,Primary Care,Q4,2023,2355.0,60.98320771188128,2.7815562113820658,0.08301781243714736,0.7171268670520582,0.09669621273166801,16.56346397363508,0.701846305997252,4.0,8.0,2093.0
PRAC19427,Dyer LLC,Primary Care,Q2,2023,1430.0,29.904407189308287,2.730703690396551,,0.5696737646688738,0.04246284501061571,18.76228594073175,0.6970539604410735,1.0,2.0,892.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q4,2023,,66.40307488274681,3.0986489780438267,0.2973328811116193,0.7880541808797166,0.10432766615146831,20.832408879420043,0.8026660787702116,3.0,9.0,2027.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q1,2023,2671.0,33.7880819338552,2.1792340743218332,0.12148370271000995,0.6309258867708203,0.14729950900163666,20.125710318883016,0.8631948034719629,4.0,12.0,1810.0
PRAC19427,Dyer LLC,Primary Care,Q3,2023,2451.0,43.67177162881634,2.0205061321634417,0.3578009541901869,0.8675015522850676,0.08448060075093868,21.12712126942861,0.6114831886345938,3.0,9.0,2050.0
PRAC78120,Smith PLC,Primary Care,Q3,2022,2022.0,43.741702909429954,2.858209790010999,0.2101931240819839,0.95,0.1411764705882353,12.826069759895145,0.8415194327117224,4.0,12.0,2067.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q3,2022,3464.0,35.672712425017004,,0.0728458157069437,0.7824919426938145,0.08739985433357611,18.138676870344984,0.8578618435681589,4.0,12.0,3697.0
PRAC62562,Andersen-Gilbert,Specialty,Q2,2021,1668.0,37.51216744645835,3.9110616752053655,0.1518623898633645,0.5062357456767673,0.4189294026377036,19.485368747426364,0.9175940424136315,6.0,18.0,1083.0
PRAC19427,Dyer LLC,Primary Care,Q2,2023,5266.0,34.28763067334224,3.3065571695717213,0.24831791742549006,0.95,0.04785961180537091,25.09753496604657,0.936606967163286,2.0,6.0,2787.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q1,2021,2125.0,39.70649996222571,2.6504967147205676,0.22095642352015832,0.7470788312352737,0.12552301255230125,15.13577799134744,0.908058071881613,,8.0,1648.0
PRAC76884,Phillips Inc,Specialty,Q1,2023,2073.0,42.33320740510154,3.6396251266695936,0.12201047826949404,0.7201829734085001,0.17251293847038526,22.844612985338397,0.7970480286955581,5.0,10.0,1341.0
PRAC19427,Dyer LLC,Primary Care,Q3,2023,2737.0,37.08589145060044,3.2076774518486273,0.03187379755548685,0.8550879241429715,0.0906344410876133,19.727647750427074,0.7378405368751916,5.0,10.0,2113.0
PRAC91279,"Khan, Hernandez and Horn",Hospital,Q1,2021,1262.0,,2.7132909959068416,0.16608520990923237,0.8042586620370022,0.08759124087591241,17.603726893560474,0.8796621748417403,1.0,4.0,1108.0
PRAC75574,"Snyder, Peters and Carter",Primary Care,Q2,2022,3809.0,35.484927912281364,2.508513219843164,0.061432493747046804,0.6431659596884848,0.07615823989845569,22.96953007875749,0.9034401253934627,4.0,,3270.0
PRAC62562,Andersen-Gilbert,Specialty,Q1,2021,631.0,26.15405367710658,4.39432528591356,0.06753596292451657,0.7964541678504505,0.32608695652173914,15.843681138247673,0.9768458664900223,3.0,6.0,347.0
PRAC23611,Adams Group,Primary Care,Q4,2021,3467.0,50.74556794721362,2.3659208304967683,0.044328132869643405,,0.10244735344336937,27.550993858781084,0.7365643581893869,4.0,12.0,2128.0
PRAC37386,Weaver-Taylor,Primary Care,Q3,2022,2698.0,44.24805059738101,2.110634191630083,0.10502730044910122,0.7764288940349838,0.08163265306122448,22.60234217936056,0.8802115462566944,2.0,8.0,2427.0
PRAC74021,"Obrien, Robinson and Barr",Primary Care,Q4,2023,4870.0,28.151373322063755,2.67696656982392,0.06823928066002316,0.8398080332090652,0.16190690353047,23.48078239708174,0.6442736802068156,6.0,24.0,2815.0
PRAC62562,Andersen-Gilbert,Specialty,Q3,2021,1767.0,22.589370844674004,3.50525817134936,0.09076916569927287,0.5463616446825835,0.22598870056497175,18.37903978964953,0.6295608682605202,4.0,16.0,1874.0
PRAC76884,Phillips Inc,Specialty,Q2,2023,1637.0,42.88488550240779,3.824747710297775,0.01726258495881232,0.9050663791103103,0.28971511347175277,26.671727518224202,,5.0,20.0,1695.0
PRAC76884,Phillips Inc,Specialty,Q4,2023,1286.0,46.751280795080234,1.924401488392473,0.17616991822909367,0.6466591246391453,0.12684989429175478,22.19448414126594,0.8509817854920464,2.0,6.0,934.0
PRAC44924,"Mccullough, Gould and Ingram",Primary Care,Q3,2023,733.0,29.864999629199932,3.9964212247522024,0.02805612572757473,0.95,1.0971428571428572,17.457469068801426,0.8806014790773481,8.0,32.0,729.0
PRAC19427,Dyer LLC,Primary Care,Q1,2021,3349.0,40.299934381734815,3.0518803857333157,0.1569055083617172,0.7623583881587234,0.05888125613346418,28.8013822810991,0.8532421827538244,4.0,8.0,3183.0
